1, 0.218101
3, 0.160079
5, 0.152241
7, 0.130180
9, 0.089705
11, 0.059002
13, 0.048015
15, 0.042110
17, 0.039993
19, 0.046731
21, 0.037630
23, 0.037999
25, 0.036287
27, 0.035559
29, 0.035395
31, 0.034711
33, 0.033911
35, 0.032514
37, 0.032886
39, 0.031873
41, 0.032648
43, 0.031760
45, 0.033270
47, 0.031622
49, 0.031412
51, 0.031066
53, 0.030864
55, 0.030613
57, 0.030466
59, 0.030169
61, 0.029998
63, 0.030154
65, 0.029929
67, 0.030972
69, 0.029971
71, 0.029776
73, 0.029229
75, 0.028927
77, 0.027746
79, 0.030380
81, 0.027614
83, 0.028585
85, 0.028102
87, 0.028170
89, 0.026482
91, 0.027278
93, 0.027599
95, 0.026402
97, 0.025970
99, 0.028634
101, 0.026627
103, 0.027384
105, 0.026807
107, 0.026720
109, 0.026139
111, 0.025920
113, 0.025640
115, 0.025210
117, 0.025813
119, 0.024997
121, 0.026772
123, 0.025791
125, 0.025246
127, 0.024888
129, 0.025332
131, 0.024863
133, 0.025154
135, 0.024233
137, 0.026458
139, 0.024760
141, 0.024205
143, 0.025413
145, 0.024620
147, 0.024931
149, 0.024163
151, 0.024607
153, 0.023732
155, 0.024200
157, 0.023136
159, 0.024952
161, 0.024668
163, 0.026109
165, 0.026229
167, 0.025742
169, 0.022832
171, 0.023297
173, 0.022845
175, 0.023433
177, 0.022651
179, 0.023678
181, 0.023759
183, 0.023644
185, 0.022766
187, 0.022292
189, 0.022800
191, 0.022782
193, 0.023712
195, 0.024521
197, 0.022839
199, 0.023033
