0, 0.071871
1, 0.037362
2, 0.035374
3, 0.034413
4, 0.034321
5, 0.034356
6, 0.033590
7, 0.033739
8, 0.033562
9, 0.033663
10, 0.034403
11, 0.033256
12, 0.032883
13, 0.033219
14, 0.033551
15, 0.032878
16, 0.032780
17, 0.033326
18, 0.033146
19, 0.032607
20, 0.032668
21, 0.032472
22, 0.032462
23, 0.032407
24, 0.031987
25, 0.031744
26, 0.031909
27, 0.031790
28, 0.031553
29, 0.031398
30, 0.031356
31, 0.031032
32, 0.031914
33, 0.030872
34, 0.030772
35, 0.030197
36, 0.030472
37, 0.031147
38, 0.030314
39, 0.030226
40, 0.029699
41, 0.029834
42, 0.029845
43, 0.029564
44, 0.030457
45, 0.030500
46, 0.029738
47, 0.030005
48, 0.029766
49, 0.029643
