Class, Alias, Occurance, Right, Accuracy
Analysis, 0, 52, 10, 19.231%
Backdoors, 1, 40, 28, 70.000%
DoS, 2, 396, 286, 72.222%
Exploits, 3, 2896, 2545, 87.880%
Fuzzers, 4, 2062, 1312, 63.628%
Generic, 5, 426, 387, 90.845%
Normal, 6, 197562, 195885, 99.151%
Reconnaissance, 7, 1192, 1160, 97.315%
Shellcode, 8, 155, 154, 99.355%
Worms, 9, 19, 17, 89.474%

Benign, 6, 197562, 195885, 99.151%
Attack, !6, 7238, 5899, 81.500%
Overall, ALL, 204800, 201784, 98.527%
