Class, Alias, Occurance, Right, Accuracy
Analysis, 0, 53, 53, 100.000%
Backdoors, 1, 40, 34, 85.000%
DoS, 2, 396, 385, 97.222%
Exploits, 3, 2906, 2859, 98.383%
Fuzzers, 4, 2071, 2061, 99.517%
Generic, 5, 427, 422, 98.829%
Normal, 6, 197547, 193907, 98.157%
Reconnaissance, 7, 1188, 1187, 99.916%
Shellcode, 8, 153, 153, 100.000%
Worms, 9, 19, 19, 100.000%

Benign, 6, 197547, 193907, 98.157%
Attack, !6, 7253, 7173, 98.897%
Overall, ALL, 204800, 201080, 98.184%
