Class, Alias, Occurance, Right, Accuracy
Analysis, 0, 52, 10, 19.231%
Backdoors, 1, 40, 3, 7.500%
DoS, 2, 393, 71, 18.066%
Exploits, 3, 2908, 417, 14.340%
Fuzzers, 4, 2065, 658, 31.864%
Generic, 5, 428, 130, 30.374%
Normal, 6, 197548, 196216, 99.326%
Reconnaissance, 7, 1192, 508, 42.617%
Shellcode, 8, 155, 82, 52.903%
Worms, 9, 19, 3, 15.789%

Benign, 6, 197548, 196216, 99.326%
Attack, !6, 7252, 1882, 25.951%
Overall, ALL, 204800, 198098, 96.728%
