Class, Alias, Occurance, Right, Accuracy
Analysis, 0, 53, 19, 35.849
Backdoors, 1, 40, 37, 92.500
DoS, 2, 397, 346, 87.154
Exploits, 3, 2929, 2724, 93.001
Fuzzers, 4, 2085, 1088, 52.182
Generic, 5, 430, 401, 93.256
Normal, 6, 199158, 197751, 99.294
Reconnaissance, 7, 1198, 1142, 95.326
Shellcode, 8, 155, 128, 82.581
Worms, 9, 19, 17, 89.474
Benign, 6, 199158, 197751, 99.294%
Attack, !6, 7306, 5902, 80.783%
Overall, ALL, 206464, 203653, 98.639%

Samples, 206464
Benign, 96.46%
Attack, 3.54%
