Hyperparameters,
Epochs Supervised, 40
Epochs Pretraining, 40
Batch size, 128
Proxy task, NONE
Pretraining percentage, 0.00 %
Training percentage, 10.00 %
Validation percentage, 10.00 %
Specialized subset, 
Learning rate, 0.001
Random Seed, 500

Modelparameters,
Hidden size, 512
# Layers, 3

Performance metrics,
Accuracy, 98.639 %
False alarm rate, 19.250 %
Missed alarm rate, 19.217 %
Detection rate, 80.783 %
Precision, 80.750 %
Specificity, 99.294 %
Recall, 80.750 %
F1-Measure, 80.750 %
