1, 0.563630
3, 0.248566
5, 0.161800
7, 0.117189
9, 0.106065
11, 0.100732
13, 0.099347
15, 0.097712
17, 0.098474
19, 0.096104
21, 0.093838
23, 0.093322
25, 0.091227
27, 0.087397
29, 0.086739
31, 0.083174
33, 0.083834
35, 0.079566
37, 0.079165
39, 0.076496
41, 0.076231
43, 0.074401
45, 0.072825
47, 0.071568
49, 0.073574
51, 0.076479
53, 0.073403
55, 0.068166
57, 0.104553
59, 0.070061
61, 0.068461
63, 0.059900
65, 0.046522
67, 0.042201
69, 0.043992
71, 0.074815
73, 0.076567
75, 0.068674
77, 0.091608
79, 0.081349
81, 0.064511
83, 0.040924
85, 0.042961
87, 0.038951
89, 0.042616
91, 0.070814
93, 0.037149
95, 0.110532
97, 0.055391
99, 0.058570
101, 0.122157
103, 0.072141
105, 0.040273
107, 0.043005
109, 0.038510
111, 0.104867
113, 0.059296
115, 0.037833
117, 0.040092
119, 0.036995
121, 0.035016
123, 0.033823
125, 0.033994
127, 0.033134
129, 0.033550
131, 0.032890
133, 0.033133
135, 0.032517
137, 0.032560
139, 0.031993
141, 0.031607
143, 0.031973
145, 0.031782
147, 0.032073
149, 0.031661
151, 0.031207
153, 0.031711
155, 0.031833
157, 0.032115
159, 0.031722
161, 0.031519
163, 0.031404
165, 0.031921
167, 0.030982
169, 0.031192
171, 0.031226
173, 0.031210
175, 0.031927
177, 0.031027
179, 0.031203
181, 0.031012
183, 0.031000
185, 0.031168
187, 0.031217
189, 0.031160
191, 0.031404
193, 0.030892
195, 0.030932
197, 0.031136
199, 0.030824
