Hyperparameters,
Epochs Supervised, 40
Epochs Pretraining, 10
Batch size, 128
Proxy task, PREDICT
Pretraining percentage, 80.00 %
Training percentage, 10.00 %
Validation percentage, 10.00 %
Specialized subset, 
Learning rate, 0.001
Random Seed, 500

Modelparameters,
Hidden size, 512
# Layers, 3

Performance metrics,
Accuracy, 98.654 %
False alarm rate, 19.553 %
Missed alarm rate, 18.166 %
Detection rate, 81.834 %
Precision, 80.447 %
Specificity, 99.270 %
Recall, 80.447 %
F1-Measure, 80.447 %
