0, 0.071623
1, 0.044759
2, 0.037808
3, 0.035527
4, 0.030637
5, 0.030282
6, 0.028999
7, 0.028761
8, 0.027599
9, 0.026646
10, 0.026582
11, 0.025333
12, 0.025831
13, 0.025611
14, 0.025114
15, 0.024805
16, 0.024331
17, 0.024835
18, 0.024562
19, 0.025738
20, 0.024899
21, 0.023816
22, 0.025268
23, 0.022892
24, 0.026437
25, 0.025079
26, 0.023447
27, 0.022781
28, 0.023602
29, 0.021898
30, 0.022082
31, 0.023487
32, 0.022191
33, 0.022768
34, 0.021278
35, 0.022266
36, 0.021862
37, 0.020922
38, 0.022521
39, 0.021707
40, 0.023244
41, 0.021641
42, 0.024578
43, 0.023329
44, 0.017514
45, 0.016435
46, 0.016267
47, 0.016160
48, 0.015951
49, 0.015964
