Class, Alias, Occurance, Right, Accuracy
Analysis, 0, 53, 26, 49.057
Backdoors, 1, 40, 31, 77.500
DoS, 2, 397, 337, 84.887
Exploits, 3, 2929, 2760, 94.230
Fuzzers, 4, 2084, 1188, 57.006
Generic, 5, 430, 396, 92.093
Normal, 6, 199159, 197723, 99.279
Reconnaissance, 7, 1198, 1144, 95.492
Shellcode, 8, 155, 123, 79.355
Worms, 9, 19, 18, 94.737
Benign, 6, 199159, 197723, 99.279%
Attack, !6, 7305, 6023, 82.450%
Overall, ALL, 206464, 203746, 98.684%

Samples, 206464
Benign, 96.46%
Attack, 3.54%
