0, 0.076753
1, 0.057057
2, 0.052665
3, 0.051733
4, 0.050294
5, 0.049840
6, 0.048595
7, 0.045101
8, 0.037148
9, 0.032426
10, 0.032492
11, 0.030141
12, 0.029328
13, 0.028508
14, 0.027750
15, 0.025305
16, 0.026577
17, 0.024962
18, 0.025494
19, 0.024279
20, 0.024758
21, 0.024047
22, 0.024499
23, 0.024661
24, 0.023757
25, 0.024140
26, 0.023327
27, 0.023127
28, 0.022933
29, 0.024837
30, 0.023991
31, 0.023175
32, 0.021724
33, 0.022795
34, 0.022533
35, 0.021730
36, 0.022592
37, 0.022122
38, 0.022155
39, 0.018410
40, 0.017797
41, 0.017691
42, 0.017605
43, 0.017447
44, 0.017449
45, 0.017079
46, 0.017107
47, 0.017174
48, 0.016994
49, 0.017118
