Class, Alias, Occurance, Right, Accuracy
Analysis, 0, 54, 25, 46.296
Backdoors, 1, 40, 26, 65.000
DoS, 2, 397, 312, 78.589
Exploits, 3, 2927, 2598, 88.760
Fuzzers, 4, 2085, 1234, 59.185
Generic, 5, 431, 378, 87.703
Normal, 6, 199159, 197418, 99.126
Reconnaissance, 7, 1198, 1094, 91.319
Shellcode, 8, 155, 110, 70.968
Worms, 9, 18, 14, 77.778
Benign, 6, 199159, 197418, 99.126%
Attack, !6, 7305, 5791, 79.274%
Overall, ALL, 206464, 203209, 98.423%

Samples, 206464
Benign, 96.46%
Attack, 3.54%
