Epochs Supervised, 50
Proxy task, NONE
Training percentage, 90.00 %
Specialized subset, 

Training metrics,
Best epoch, 45
Time to best epoch, 10h 8m

Performance metrics,
Accuracy, 99.796 %
Detection rate, 99.306 %
Precision, 99.885 %
Specificity, 99.961 %
F1-Measure, 99.595 %
False alarm rate, 0.115 %
Missed alarm rate, 0.694 %
