Proxy task, NONE
Epochs Supervised, 200
Training percentage, 1.00 %
Specialized subset, 

Training metrics,
Best epoch, 191
Time to best epoch, 1h 0m

Performance metrics,
Accuracy, 98.328 %
Detection rate, 84.212 %
Precision, 72.790 %
Specificity, 98.845 %
F1-Measure, 78.086 %
False alarm rate, 27.210 %
Missed alarm rate, 15.788 %
