Class, Alias, Occurance, Right, Accuracy
Analysis, 0, 53, 37, 69.811%
Backdoors, 1, 39, 30, 76.923%
DoS, 2, 393, 337, 85.751%
Exploits, 3, 2902, 2620, 90.283%
Fuzzers, 4, 2069, 1401, 67.714%
Generic, 5, 428, 386, 90.187%
Normal, 6, 197554, 195273, 98.845%
Reconnaissance, 7, 1191, 1125, 94.458%
Shellcode, 8, 152, 147, 96.711%
Worms, 9, 19, 19, 100.000%

Benign, 6, 197554, 195273, 98.845%
Attack, !6, 7246, 6102, 84.212%
Overall, ALL, 204800, 201375, 98.328%
