5, 0.690749
11, 0.642829
17, 0.595444
23, 0.555536
29, 0.510454
35, 0.445932
41, 0.402314
47, 0.380867
53, 0.415189
59, 0.367402
65, 0.342042
71, 0.344511
77, 0.350981
83, 0.305050
89, 0.574791
95, 0.471243
101, 0.457453
107, 0.261988
113, 0.215892
119, 0.237941
125, 0.202588
131, 0.191494
137, 0.193352
143, 0.172205
149, 0.269501
155, 0.215438
161, 0.182156
167, 0.180727
173, 0.162569
179, 0.176886
185, 0.184310
191, 0.143361
197, 0.140637
203, 0.151992
209, 0.143284
215, 0.150676
221, 0.165134
227, 0.146133
233, 0.147297
239, 0.169501
245, 0.135995
251, 0.130220
257, 0.126820
263, 0.125570
269, 0.129670
275, 0.119334
281, 0.120452
287, 0.134000
293, 0.126131
299, 0.118520
305, 0.113250
311, 0.110095
317, 0.117286
323, 0.123127
329, 0.233128
335, 0.170717
341, 0.129293
347, 0.112987
353, 0.110348
359, 0.145536
365, 0.109346
371, 0.100527
377, 0.097627
383, 0.091436
389, 0.096670
395, 0.091315
401, 0.077138
407, 0.106491
413, 0.089560
419, 0.075231
425, 0.077556
431, 0.073042
437, 0.072148
443, 0.064757
449, 0.106550
455, 0.076328
461, 0.069263
467, 0.062681
473, 0.061377
479, 0.064016
485, 0.057466
491, 0.058974
497, 0.059507
503, 0.069247
509, 0.058834
515, 0.054618
521, 0.055929
527, 0.052553
533, 0.085897
539, 0.057497
545, 0.051193
551, 0.049985
557, 0.051816
563, 0.050238
569, 0.052776
575, 0.049110
581, 0.056697
587, 0.067673
593, 0.074808
599, 0.068006
