Epochs Supervised, 200
Proxy task, NONE
Training percentage, 1.00 %
Specialized subset, 

Training metrics,
Best epoch, 147
Time to best epoch, 1h 5m

Performance metrics,
Accuracy, 98.352 %
Detection rate, 80.254 %
Precision, 74.939 %
Specificity, 99.015 %
F1-Measure, 77.505 %
False alarm rate, 25.061 %
Missed alarm rate, 19.746 %
