Class, Alias, Occurance, Right, Accuracy
Analysis, 0, 52, 34, 65.385%
Backdoors, 1, 40, 33, 82.500%
DoS, 2, 394, 325, 82.487%
Exploits, 3, 2907, 2630, 90.471%
Fuzzers, 4, 2065, 1199, 58.063%
Generic, 5, 430, 382, 88.837%
Normal, 6, 197553, 195608, 99.015%
Reconnaissance, 7, 1186, 1085, 91.484%
Shellcode, 8, 155, 111, 71.613%
Worms, 9, 18, 17, 94.444%

Benign, 6, 197553, 195608, 99.015%
Attack, !6, 7247, 5816, 80.254%
Overall, ALL, 204800, 201424, 98.352%
