0, 0.031527
1, 0.010219
2, 0.009426
3, 0.009369
4, 0.009188
5, 0.008977
6, 0.009188
7, 0.008822
8, 0.008813
9, 0.008652
10, 0.008531
11, 0.008389
12, 0.008242
13, 0.008462
14, 0.008250
15, 0.008199
16, 0.008004
17, 0.008124
18, 0.008066
19, 0.007831
20, 0.007670
21, 0.007706
22, 0.007298
23, 0.007360
24, 0.007306
25, 0.007084
26, 0.008285
27, 0.006932
28, 0.007485
29, 0.006637
30, 0.006481
31, 0.076171
32, 0.007493
33, 0.006458
34, 0.006489
35, 0.006345
36, 0.006100
37, 0.006623
38, 0.005892
39, 0.005887
40, 0.005997
41, 0.005641
42, 0.005630
43, 0.005710
44, 0.005431
45, 0.005194
46, 0.005223
47, 0.005016
48, 0.005376
49, 0.004958
