Class, Alias, Occurance, Right, Accuracy
Analysis, 0, 52, 41, 78.846%
Backdoors, 1, 40, 29, 72.500%
DoS, 2, 393, 276, 70.229%
Exploits, 3, 2904, 2521, 86.811%
Fuzzers, 4, 2074, 701, 33.799%
Generic, 5, 423, 334, 78.960%
Normal, 6, 197556, 195621, 99.021%
Reconnaissance, 7, 1187, 608, 51.222%
Shellcode, 8, 152, 74, 48.684%
Worms, 9, 19, 16, 84.211%

Benign, 6, 197556, 195621, 99.021%
Attack, !6, 7244, 4600, 63.501%
Overall, ALL, 204800, 200221, 97.764%
