Class, Alias, Occurance, Right, Accuracy
Analysis, 0, 53, 0, 0.000
Backdoors, 1, 40, 0, 0.000
DoS, 2, 389, 0, 0.000
Exploits, 3, 2897, 0, 0.000
Fuzzers, 4, 2060, 0, 0.000
Generic, 5, 425, 0, 0.000
Normal, 6, 197573, 197573, 100.000
Reconnaissance, 7, 1192, 0, 0.000
Shellcode, 8, 152, 0, 0.000
Worms, 9, 19, 0, 0.000
Benign, 6, 197573, 197573, 100.000%
Attack, !6, 7227, 0, 0.000%
Overall, ALL, 204800, 197573, 96.471%

Samples, 204800
Benign, 96.47%
Attack, 3.53%
