Class, Alias, Occurance, Right, Accuracy
Analysis, 0, 53, 21, 39.623
Backdoors, 1, 40, 29, 72.500
DoS, 2, 397, 326, 82.116
Exploits, 3, 2929, 2656, 90.679
Fuzzers, 4, 2084, 1019, 48.896
Generic, 5, 430, 387, 90.000
Normal, 6, 199159, 197904, 99.370
Reconnaissance, 7, 1198, 1112, 92.821
Shellcode, 8, 155, 126, 81.290
Worms, 9, 19, 18, 94.737
Benign, 6, 199159, 197904, 99.370%
Attack, !6, 7305, 5694, 77.947%
Overall, ALL, 206464, 203598, 98.612%

Samples, 206464
Benign, 96.46%
Attack, 3.54%
