Hyperparameters,
Epochs Supervised, 200
Epochs Pretraining, 10
Batch size, 128
Proxy task, ID
Pretraining percentage, 80.00 %
Training percentage, 1.00 %
Validation percentage, 10.00 %
Specialized subset, 
Learning rate, 0.001
Random Seed, 500

Modelparameters,
Hidden size, 512
# Layers, 3

Performance metrics,
Accuracy, 99.320 %
False alarm rate, 0.856 %
Missed alarm rate, 1.843 %
Detection rate, 98.157 %
Precision, 99.144 %
Specificity, 99.713 %
Recall, 99.144 %
F1-Measure, 99.144 %
