Class, Alias, Occurance, Right, Accuracy
Analysis, 0, 54, 29, 53.704
Backdoors, 1, 40, 28, 70.000
DoS, 2, 397, 308, 77.582
Exploits, 3, 2927, 2596, 88.691
Fuzzers, 4, 2085, 1250, 59.952
Generic, 5, 431, 381, 88.399
Normal, 6, 199160, 197283, 99.058
Reconnaissance, 7, 1197, 1098, 91.729
Shellcode, 8, 155, 101, 65.161
Worms, 9, 18, 14, 77.778
Benign, 6, 199160, 197283, 99.058%
Attack, !6, 7304, 5805, 79.477%
Overall, ALL, 206464, 203088, 98.365%

Samples, 206464
Benign, 96.46%
Attack, 3.54%
