5, 0.598601
11, 0.519341
17, 0.487575
23, 0.437680
29, 0.387297
35, 0.336742
41, 0.269663
47, 0.212578
53, 0.185292
59, 0.170005
65, 0.154768
71, 0.158222
77, 0.151029
83, 0.143835
89, 0.140373
95, 0.136797
101, 0.134259
107, 0.132172
113, 0.130477
119, 0.129169
125, 0.128133
131, 0.127240
137, 0.126628
143, 0.126051
149, 0.125771
155, 0.125042
161, 0.124396
167, 0.123881
173, 0.123352
179, 0.122750
185, 0.121955
191, 0.120706
197, 0.118693
203, 0.115213
209, 0.111841
215, 0.121305
221, 0.174321
227, 0.166775
233, 0.158647
239, 0.140833
245, 0.146771
251, 0.109916
257, 0.108354
263, 0.116240
269, 0.091727
275, 0.078996
281, 0.071667
287, 0.074759
293, 0.079806
299, 0.070726
305, 0.060573
311, 0.057998
317, 0.053269
323, 0.049825
329, 0.048310
335, 0.056337
341, 0.064693
347, 0.059520
353, 0.053950
359, 0.058767
365, 0.048176
371, 0.054169
377, 0.046271
383, 0.042666
389, 0.043077
395, 0.041606
401, 0.038809
407, 0.038020
413, 0.047692
419, 0.037422
425, 0.040763
431, 0.040772
437, 0.038412
443, 0.036629
449, 0.035329
455, 0.038365
461, 0.035126
467, 0.036913
473, 0.035506
479, 0.034634
485, 0.033152
491, 0.034430
497, 0.033952
503, 0.065207
509, 0.057656
515, 0.036167
521, 0.069826
527, 0.090097
533, 0.047875
539, 0.044414
545, 0.039674
551, 0.041549
557, 0.036767
563, 0.036152
569, 0.035942
575, 0.035574
581, 0.034892
587, 0.033439
593, 0.032702
599, 0.032378
