Epochs Supervised, 50
Proxy task, NONE
Training percentage, 10.00 %
Specialized subset, 

\textbf{Training metrics},
Best epoch, 47
Time to best epoch, 1h 6m

\textbf{Performance metrics},
Accuracy, 98.545 %
Detection rate, 88.111 %
Precision, 75.079 %
Specificity, 98.928 %
F1-Measure, 81.075 %
False alarm rate, 24.921 %
Missed alarm rate, 11.889 %
