Class, Alias, Occurance, Right, Accuracy
Analysis, 0, 53, 14, 26.415
Backdoors, 1, 39, 38, 97.436
DoS, 2, 391, 367, 93.862
Exploits, 3, 2911, 2791, 95.878
Fuzzers, 4, 2069, 1044, 50.459
Generic, 5, 428, 420, 98.131
Normal, 6, 197545, 196591, 99.517
Reconnaissance, 7, 1191, 1177, 98.825
Shellcode, 8, 154, 148, 96.104
Worms, 9, 19, 18, 94.737
Benign, 6, 197545, 196591, 99.517%
Attack, !6, 7255, 6017, 82.936%
Overall, ALL, 204800, 202608, 98.930%

Samples, 204800
Benign, 96.46%
Attack, 3.54%
