Class, Alias, Occurance, Right, Accuracy
Analysis, 0, 53, 21, 39.623
Backdoors, 1, 40, 30, 75.000
DoS, 2, 397, 324, 81.612
Exploits, 3, 2929, 2677, 91.396
Fuzzers, 4, 2085, 1136, 54.484
Generic, 5, 430, 377, 87.674
Normal, 6, 199158, 197774, 99.305
Reconnaissance, 7, 1198, 1117, 93.239
Shellcode, 8, 155, 114, 73.548
Worms, 9, 19, 19, 100.000
Benign, 6, 199158, 197774, 99.305%
Attack, !6, 7306, 5815, 79.592%
Overall, ALL, 206464, 203589, 98.608%

Samples, 206464
Benign, 96.46%
Attack, 3.54%
