Class, Alias, Occurance, Right, Accuracy
Analysis, 0, 53, 33, 62.264%
Backdoors, 1, 40, 29, 72.500%
DoS, 2, 390, 293, 75.128%
Exploits, 3, 2907, 2393, 82.319%
Fuzzers, 4, 2080, 692, 33.269%
Generic, 5, 426, 294, 69.014%
Normal, 6, 197543, 195982, 99.210%
Reconnaissance, 7, 1188, 444, 37.374%
Shellcode, 8, 154, 68, 44.156%
Worms, 9, 19, 9, 47.368%

Benign, 6, 197543, 195982, 99.210%
Attack, !6, 7257, 4255, 58.633%
Overall, ALL, 204800, 200237, 97.772%
